"Date","Price","Open","High","Low","Vol.","Change %"
"05/08/2023","36.874","35.705","37.500","35.425","12.33K","0.82%"
"05/05/2023","36.574","35.695","36.835","35.125","52.98K","2.58%"
"05/04/2023","35.653","37.000","37.200","35.420","39.25K","-3.07%"
"05/03/2023","36.782","37.150","37.750","36.350","37.58K","-1.99%"
"05/02/2023","37.529","39.000","39.400","37.250","47.03K","-3.36%"
"05/01/2023","38.834","38.000","39.825","38.000","12.03K","0.77%"
"04/28/2023","38.538","39.025","40.460","38.260","54.08K","-1.28%"
"04/27/2023","39.039","38.500","39.300","38.050","27.95K","1.27%"
"04/26/2023","38.551","39.800","39.960","37.845","57.91K","-3.22%"
"04/25/2023","39.833","39.600","40.210","39.200","51.69K","-0.23%"
"04/24/2023","39.925","40.460","40.460","39.100","55.01K","-0.60%"
"04/21/2023","40.164","40.460","41.305","39.785","49.61K","-0.99%"
"04/20/2023","40.565","39.995","41.200","39.500","45.62K","0.66%"
"04/19/2023","40.298","42.550","43.200","39.685","52.63K","-5.67%"
"04/18/2023","42.722","41.500","43.350","41.155","48.10K","3.88%"
"04/17/2023","41.127","41.500","42.505","41.000","44.70K","-0.05%"
"04/14/2023","41.149","42.460","42.460","40.680","38.29K","-2.24%"
"04/13/2023","42.093","42.505","43.600","41.630","47.23K","-1.84%"
"04/12/2023","42.880","44.145","44.250","42.555","46.18K","-1.86%"
"04/11/2023","43.692","42.000","45.000","40.755","54.12K","1.31%"
"04/10/2023","43.125","43.125","43.125","43.125","","0.00%"
"04/06/2023","43.125","45.000","45.810","42.850","58.44K","-3.25%"
"04/05/2023","44.575","45.105","47.895","44.300","74.90K","-4.28%"
"04/04/2023","46.568","50.750","51.500","45.225","69.19K","-9.34%"
"04/03/2023","51.367","47.000","51.990","46.780","57.54K","7.37%"
"03/31/2023","47.843","43.005","48.370","42.750","53.23K","9.71%"
"03/30/2023","43.609","42.460","44.250","42.250","30.66K","1.88%"
"03/29/2023","42.803","43.280","45.425","41.950","68.50K","0.12%"
"03/28/2023","42.752","41.990","43.690","40.760","68.18K","0.53%"
"03/27/2023","42.528","40.900","43.365","40.900","58.47K","3.49%"
"03/24/2023","41.094","42.995","43.455","40.705","63.82K","-4.84%"
"03/23/2023","43.186","40.000","44.100","40.000","63.78K","8.04%"
"03/22/2023","39.974","41.000","42.965","39.650","60.90K","-5.72%"
"03/21/2023","42.400","39.000","43.255","37.700","64.76K","7.82%"
"03/20/2023","39.325","42.000","42.000","38.750","67.89K","-8.24%"
"03/17/2023","42.857","44.300","46.460","41.900","59.45K","-3.35%"
"03/16/2023","44.341","43.250","45.230","41.800","59.48K","3.35%"
"03/15/2023","42.905","45.000","45.400","42.290","52.52K","-2.90%"
"03/14/2023","44.185","48.205","48.205","43.910","63.20K","-10.89%"
"03/13/2023","49.584","52.000","53.460","48.000","84.32K","-6.19%"
"03/10/2023","52.857","47.000","54.450","45.250","92.19K","21.23%"
"03/09/2023","43.599","41.390","47.775","40.500","68.41K","2.98%"
"03/08/2023","42.339","43.900","45.250","41.555","49.59K","-2.38%"
"03/07/2023","43.370","43.250","43.915","41.675","42.21K","2.90%"
"03/06/2023","42.149","44.550","45.000","41.390","64.84K","-6.29%"
"03/03/2023","44.980","46.000","46.600","44.550","54.54K","-3.92%"
"03/02/2023","46.815","47.975","48.695","46.500","52.27K","-0.57%"
"03/01/2023","47.084","47.400","48.370","46.650","51.49K","0.90%"
"02/28/2023","46.665","47.700","48.650","46.145","47.97K","-1.34%"
"02/27/2023","47.299","51.000","51.000","46.855","41.73K","-7.28%"
"02/24/2023","51.013","50.900","52.950","50.580","45.18K","0.46%"
"02/23/2023","50.780","49.740","51.500","49.280","42.75K","0.42%"
"02/22/2023","50.568","49.625","51.000","49.000","44.17K","4.17%"
"02/21/2023","48.542","49.900","50.250","47.700","46.16K","-2.67%"
"02/20/2023","49.874","50.555","51.850","48.785","40.12K","1.69%"
"02/17/2023","49.047","51.555","51.555","48.100","51.89K","-5.70%"
"02/16/2023","52.011","54.000","54.600","51.500","44.55K","-4.94%"
"02/15/2023","54.716","52.900","55.100","52.500","38.09K","4.45%"
"02/14/2023","52.386","52.190","53.695","51.500","50.16K","1.31%"
"02/13/2023","51.707","53.100","53.100","51.360","38.44K","-4.15%"
"02/10/2023","53.947","53.450","54.920","52.615","43.18K","2.30%"
"02/09/2023","52.734","54.000","55.450","52.510","39.60K","-1.78%"
"02/08/2023","53.687","54.000","56.100","52.810","49.08K","-3.10%"
"02/07/2023","55.403","57.755","58.730","54.350","48.21K","-4.66%"
"02/06/2023","58.109","57.000","58.650","56.050","39.36K","0.38%"
"02/03/2023","57.889","56.350","59.750","55.550","39.35K","1.49%"
"02/02/2023","57.040","57.500","59.885","55.505","44.95K","-4.18%"
"02/01/2023","59.527","60.755","60.800","54.995","44.52K","3.79%"
"01/31/2023","57.352","57.275","61.270","56.250","53.40K","3.98%"
"01/30/2023","55.156","55.500","58.500","53.500","27.50K","-0.49%"
"01/27/2023","55.425","52.355","56.720","52.105","52.11K","1.11%"
"01/26/2023","54.815","57.760","59.700","53.785","54.40K","-3.26%"
"01/25/2023","56.660","58.000","58.200","54.725","48.80K","-2.76%"
"01/24/2023","58.269","60.335","61.350","57.700","44.91K","-11.71%"
"01/23/2023","65.999","68.000","69.000","61.330","48.26K","-1.34%"
"01/20/2023","66.898","60.350","68.000","58.000","49.29K","10.18%"
"01/19/2023","60.717","64.000","65.565","58.000","48.25K","-1.61%"
"01/18/2023","61.709","60.000","63.800","56.390","54.97K","2.74%"
"01/17/2023","60.061","57.000","60.595","51.405","48.29K","8.31%"
"01/16/2023","55.454","65.000","65.250","54.400","38.29K","-14.44%"
"01/13/2023","64.812","69.250","70.250","62.500","50.10K","-2.99%"
"01/12/2023","66.809","66.500","70.610","65.105","42.69K","2.24%"
"01/11/2023","65.346","72.000","73.000","64.300","40.24K","-6.74%"
"01/10/2023","70.071","72.000","76.900","68.250","44.00K","-5.69%"
"01/09/2023","74.302","69.990","76.200","67.820","36.37K","6.86%"
"01/06/2023","69.534","69.000","78.075","67.495","49.01K","-3.99%"
"01/05/2023","72.422","63.130","73.515","63.130","47.12K","11.38%"
"01/04/2023","65.022","70.000","72.000","64.000","42.89K","-10.08%"
"01/03/2023","72.314","79.000","79.000","70.730","39.75K","-6.11%"
"01/02/2023","77.017","70.300","81.150","70.300","6.41K","0.92%"
"12/30/2022","76.315","84.100","84.100","71.500","36.11K","-8.96%"
"12/29/2022","83.830","81.400","86.200","80.125","19.90K","3.05%"
"12/28/2022","81.351","80.000","84.635","76.180","32.53K","1.63%"
"12/27/2022","80.043","80.000","84.245","76.850","11.42K","-3.54%"
"12/23/2022","82.977","88.000","88.600","81.000","45.33K","-9.75%"
"12/22/2022","91.938","95.750","95.995","90.420","38.88K","-5.95%"
"12/21/2022","97.752","103.000","103.000","96.160","38.97K","-7.51%"
"12/20/2022","105.688","105.000","115.740","100.200","45.14K","-2.63%"
"12/19/2022","108.543","115.000","117.000","106.290","38.36K","-5.98%"
"12/16/2022","115.451","132.500","132.500","114.250","49.46K","-14.33%"
"12/15/2022","134.767","130.000","136.200","130.000","39.94K","2.48%"
"12/14/2022","131.511","133.000","135.500","126.550","42.65K","-4.38%"
"12/13/2022","137.529","136.415","141.900","134.000","32.22K","0.69%"
"12/12/2022","136.590","137.750","138.800","126.625","40.09K","-1.81%"
"12/09/2022","139.113","140.000","147.000","134.005","39.17K","0.16%"
"12/08/2022","138.893","154.750","159.005","134.000","45.43K","-6.94%"
"12/07/2022","149.245","137.000","150.335","137.000","41.15K","7.77%"
"12/06/2022","138.488","138.000","141.250","133.700","35.67K","2.81%"
"12/05/2022","134.699","142.950","148.000","132.350","36.87K","-0.64%"
"12/02/2022","135.562","140.000","143.000","125.385","42.81K","-2.65%"
"12/01/2022","139.258","147.500","164.965","136.225","46.87K","-4.88%"
"11/30/2022","146.397","137.000","149.750","132.500","41.02K","10.67%"
"11/29/2022","132.286","124.000","133.090","123.000","36.71K","7.30%"
"11/28/2022","123.282","126.000","126.200","115.980","51.17K","-0.87%"
"11/25/2022","124.370","124.500","126.500","120.345","33.44K","0.47%"
"11/24/2022","123.785","130.000","133.000","119.695","35.53K","-4.50%"
"11/23/2022","129.620","127.750","133.900","122.000","45.49K","8.34%"
"11/22/2022","119.639","117.375","124.950","114.370","47.37K","3.02%"
"11/21/2022","116.128","110.000","121.000","110.000","36.02K","0.54%"
"11/18/2022","115.509","115.000","116.860","107.155","40.87K","2.62%"
"11/17/2022","112.556","105.000","116.500","102.250","35.89K","-1.18%"
"11/16/2022","113.900","118.880","122.000","106.650","33.46K","-8.22%"
"11/15/2022","124.104","117.500","128.095","117.500","38.79K","9.15%"
"11/14/2022","113.704","99.750","117.775","99.500","39.28K","16.20%"
"11/11/2022","97.853","110.000","110.000","96.670","38.37K","-13.75%"
"11/10/2022","113.452","113.000","116.500","108.475","28.97K","0.27%"
"11/09/2022","113.144","115.000","119.615","110.245","32.07K","-4.23%"
"11/08/2022","118.147","113.000","120.800","109.685","31.72K","7.72%"
"11/07/2022","109.683","112.000","113.745","105.500","32.64K","-4.45%"
"11/04/2022","114.786","134.750","134.750","112.600","40.06K","-8.50%"
"11/03/2022","125.445","132.120","139.000","123.070","35.25K","-0.33%"
"11/02/2022","125.863","116.000","135.955","116.000","34.90K","8.32%"
"11/01/2022","116.193","120.000","123.500","114.685","31.56K","-5.80%"
"10/31/2022","123.352","137.500","137.750","120.500","32.36K","9.90%"
"10/28/2022","112.244","110.000","115.000","107.550","29.97K","4.53%"
"10/27/2022","107.384","98.000","110.000","96.135","32.42K","2.94%"
"10/26/2022","104.320","102.000","106.490","98.420","29.35K","4.54%"
"10/25/2022","99.794","95.000","102.000","92.400","32.96K","0.63%"
"10/24/2022","99.170","110.200","110.200","93.330","31.62K","-12.68%"
"10/21/2022","113.576","124.100","127.000","110.250","40.37K","-10.67%"
"10/20/2022","127.147","113.005","131.000","113.000","36.85K","13.01%"
"10/19/2022","112.510","110.000","120.995","107.500","37.88K","-0.63%"
"10/18/2022","113.222","123.000","123.745","107.295","40.76K","-11.53%"
"10/17/2022","127.978","134.650","138.900","123.000","35.43K","-9.87%"
"10/14/2022","141.997","150.000","151.105","139.100","32.44K","-7.68%"
"10/13/2022","153.809","157.505","174.975","151.000","37.23K","-3.98%"
"10/12/2022","160.190","153.500","162.000","153.500","31.18K","2.17%"
"10/11/2022","156.781","155.000","165.900","150.000","36.76K","1.73%"
"10/10/2022","154.118","148.330","187.995","144.000","38.22K","-1.34%"
"10/07/2022","156.207","166.000","166.000","152.950","34.91K","-11.10%"
"10/06/2022","175.712","176.000","183.995","166.000","41.61K","1.16%"
"10/05/2022","173.693","165.000","179.090","154.275","43.56K","7.25%"
"10/04/2022","161.950","159.000","174.000","158.500","38.62K","-4.69%"
"10/03/2022","169.912","190.500","195.000","167.985","32.57K","-10.00%"
"09/30/2022","188.800","205.995","205.995","185.040","33.04K","0.60%"
"09/29/2022","187.665","198.000","202.500","180.500","23.79K","-9.42%"
"09/28/2022","207.187","207.000","212.000","193.850","33.93K","11.33%"
"09/27/2022","186.099","176.000","212.415","176.000","48.67K","7.06%"
"09/26/2022","173.834","183.000","183.000","168.500","41.99K","-6.29%"
"09/23/2022","185.495","187.685","191.950","175.255","41.90K","-1.05%"
"09/22/2022","187.468","189.000","197.880","181.005","33.55K","-1.22%"
"09/21/2022","189.781","203.000","213.750","180.205","39.39K","-2.31%"
"09/20/2022","194.259","171.000","200.000","169.790","40.30K","6.58%"
"09/19/2022","182.262","184.500","188.000","171.330","23.60K","-2.95%"
"09/16/2022","187.793","208.000","210.000","183.155","38.85K","-12.36%"
"09/15/2022","214.283","222.000","244.500","208.530","36.60K","-1.65%"
"09/14/2022","217.882","201.000","228.550","196.995","31.07K","9.70%"
"09/13/2022","198.612","191.000","204.760","181.350","30.13K","4.21%"
"09/12/2022","190.588","201.000","201.000","187.900","25.94K","-7.97%"
"09/09/2022","207.091","219.000","219.000","199.085","30.41K","-6.10%"
"09/08/2022","220.541","200.000","225.500","192.925","39.43K","3.11%"
"09/07/2022","213.883","240.000","247.000","204.495","40.91K","-10.82%"
"09/06/2022","239.842","235.325","242.500","214.000","32.17K","-2.47%"
"09/05/2022","245.926","264.465","290.000","240.000","38.92K","14.56%"
"09/02/2022","214.665","238.000","240.000","203.000","50.37K","-11.66%"
"09/01/2022","243.004","243.000","252.000","222.575","39.13K","1.29%"
"08/31/2022","239.907","269.000","284.000","230.000","44.38K","-5.15%"
"08/30/2022","252.937","277.025","284.000","242.000","18.84K","-7.21%"
"08/29/2022","272.603","320.000","320.000","268.050","15.07K","-19.63%"
"08/26/2022","339.196","321.000","342.005","283.000","42.77K","5.53%"
"08/25/2022","321.414","297.000","324.000","297.000","39.44K","10.02%"
"08/24/2022","292.150","266.000","302.995","261.000","45.18K","8.59%"
"08/23/2022","269.049","290.975","291.000","258.910","37.81K","-2.78%"
"08/22/2022","276.748","263.995","295.000","261.500","36.73K","13.17%"
"08/19/2022","244.550","237.030","262.780","234.000","38.46K","1.47%"
"08/18/2022","241.004","225.495","242.815","224.000","35.96K","6.72%"
"08/17/2022","225.835","223.000","237.380","220.000","34.82K","-0.03%"
"08/16/2022","225.914","230.000","251.730","220.250","37.32K","2.64%"
"08/15/2022","220.110","207.000","230.000","205.820","26.34K","6.79%"
"08/12/2022","206.108","207.650","211.525","202.250","36.61K","-0.96%"
"08/11/2022","208.110","208.000","216.660","205.645","33.76K","1.34%"
"08/10/2022","205.367","194.500","207.280","193.500","33.38K","6.86%"
"08/09/2022","192.184","189.005","196.675","187.500","27.73K","-0.45%"
"08/08/2022","193.055","195.200","200.500","191.000","24.68K","-1.66%"
"08/05/2022","196.320","198.005","206.000","193.800","32.13K","-1.47%"
"08/04/2022","199.248","195.000","202.765","190.000","33.56K","0.03%"
"08/03/2022","199.195","203.000","207.740","197.400","26.22K","-2.91%"
"08/02/2022","205.174","199.985","210.800","199.985","28.09K","2.18%"
"08/01/2022","200.794","192.000","203.255","188.000","23.45K","5.17%"
"07/29/2022","190.915","199.850","202.960","188.900","25.58K","-4.03%"
"07/28/2022","198.930","194.300","207.000","194.300","31.32K","-3.07%"
"07/27/2022","205.225","208.000","228.000","191.215","46.82K","2.65%"
"07/26/2022","199.918","179.000","214.550","177.500","40.06K","13.19%"
"07/25/2022","176.616","159.005","179.000","159.005","28.92K","10.48%"
"07/22/2022","159.864","160.000","166.750","159.250","31.80K","2.74%"
"07/21/2022","155.600","145.000","158.625","145.000","37.90K","0.36%"
"07/20/2022","155.038","153.000","164.310","150.785","44.23K","0.38%"
"07/19/2022","154.457","161.000","164.950","152.155","42.20K","-1.78%"
"07/18/2022","157.258","164.760","168.500","154.505","29.26K","-1.45%"
"07/15/2022","159.567","173.030","174.750","156.955","34.61K","-8.84%"
"07/14/2022","175.033","177.700","181.990","173.345","27.11K","-3.03%"
"07/13/2022","180.505","178.000","185.000","174.000","27.90K","4.57%"
"07/12/2022","172.609","169.000","177.445","168.000","29.03K","4.92%"
"07/11/2022","164.520","159.000","174.775","153.500","32.65K","-6.10%"
"07/08/2022","175.212","180.000","185.750","164.150","44.49K","-4.35%"
"07/07/2022","183.183","176.885","187.265","172.000","46.61K","7.13%"
"07/06/2022","170.999","155.000","175.500","152.000","30.92K","3.59%"
"07/05/2022","165.073","167.500","176.010","161.050","36.64K","1.31%"
"07/04/2022","162.940","151.250","167.750","146.490","33.55K","10.26%"
"07/01/2022","147.784","147.000","153.250","143.500","28.40K","2.26%"
"06/30/2022","144.514","144.695","149.400","142.265","26.62K","3.53%"
"06/29/2022","139.588","130.500","142.500","130.500","21.55K","8.06%"
"06/28/2022","129.176","129.495","132.060","125.000","42.05K","-0.22%"
"06/27/2022","129.459","132.500","137.305","128.285","36.52K","0.74%"
"06/24/2022","128.505","134.000","136.800","127.785","36.60K","-3.63%"
"06/23/2022","133.347","126.000","138.380","125.500","41.85K","4.86%"
"06/22/2022","127.171","124.600","132.590","123.000","40.05K","1.28%"
"06/21/2022","125.560","122.000","128.700","122.000","36.98K","4.09%"
"06/20/2022","120.627","122.995","128.250","119.000","40.46K","2.45%"
"06/17/2022","117.738","116.000","134.745","111.000","47.78K","-5.33%"
"06/16/2022","124.364","124.850","148.995","117.010","71.46K","3.35%"
"06/15/2022","120.332","98.500","121.735","98.005","64.45K","24.00%"
"06/14/2022","97.040","83.750","101.005","83.750","67.25K","16.35%"
"06/13/2022","83.402","83.495","85.495","80.000","33.83K","1.14%"
"06/10/2022","82.464","85.100","85.750","81.625","36.24K","-2.85%"
"06/09/2022","84.880","86.195","92.050","83.900","52.51K","6.89%"
"06/08/2022","79.407","80.750","81.005","77.305","37.96K","-0.25%"
"06/07/2022","79.608","79.050","82.300","78.800","37.72K","-3.57%"
"06/06/2022","82.558","84.855","85.500","80.640","27.40K","-0.65%"
"06/03/2022","83.101","83.805","85.725","82.700","9.94K","-1.01%"
"06/02/2022","83.945","85.000","86.400","81.900","8.55K","-1.88%"
"06/01/2022","85.551","91.750","91.750","81.600","45.92K","-8.99%"
"05/31/2022","94.004","94.000","95.750","89.870","34.25K","6.84%"
"05/30/2022","87.987","86.325","88.820","85.750","21.29K","1.28%"
"05/27/2022","86.875","83.500","88.560","82.275","32.80K","1.05%"
"05/26/2022","85.971","88.000","88.000","84.250","27.15K","-2.39%"
"05/25/2022","88.078","84.870","89.495","83.500","32.16K","4.23%"
"05/24/2022","84.507","84.000","87.250","83.000","37.10K","1.46%"
"05/23/2022","83.288","85.050","86.495","82.950","34.27K","-5.25%"
"05/20/2022","87.902","90.000","91.310","86.835","40.28K","-3.43%"
"05/19/2022","91.024","94.000","95.210","88.900","36.59K","-3.72%"
"05/18/2022","94.538","92.750","97.850","92.000","31.57K","0.39%"
"05/17/2022","94.175","90.255","97.935","87.600","46.31K","1.42%"
"05/16/2022","92.860","96.880","97.600","91.600","36.36K","-4.15%"
"05/13/2022","96.881","106.000","106.695","95.500","41.87K","-9.20%"
"05/12/2022","106.701","95.010","115.005","95.010","50.08K","13.50%"
"05/11/2022","94.012","102.995","105.490","91.585","36.99K","-4.85%"
"05/10/2022","98.801","92.000","101.350","88.905","42.99K","5.35%"
"05/09/2022","93.787","99.000","101.980","92.660","33.49K","-7.79%"
"05/06/2022","101.708","109.000","109.250","98.170","42.42K","-4.51%"
"05/05/2022","106.508","107.125","111.505","103.605","32.80K","2.59%"
"05/04/2022","103.821","97.505","107.195","97.500","37.10K","4.42%"
"05/03/2022","99.426","96.000","103.700","94.000","33.34K","2.45%"
"05/02/2022","97.051","95.900","99.145","93.000","11.99K","-2.41%"
"04/29/2022","99.450","97.000","108.505","96.000","42.79K","-0.69%"
"04/28/2022","100.142","108.500","110.000","97.005","19.30K","-6.78%"
"04/27/2022","107.427","127.500","127.500","105.290","47.06K","4.09%"
"04/26/2022","103.208","93.775","108.445","89.525","54.33K","11.17%"
"04/25/2022","92.837","96.000","100.245","92.000","43.26K","-2.15%"
"04/22/2022","94.875","103.100","105.250","93.500","48.95K","-5.18%"
"04/21/2022","100.061","92.000","103.105","92.000","43.97K","6.19%"
"04/20/2022","94.231","95.490","100.030","92.145","36.92K","0.49%"
"04/19/2022","93.768","85.500","95.760","84.000","37.34K","-1.94%"
"04/14/2022","95.620","103.625","103.750","87.190","51.36K","-9.21%"
"04/13/2022","105.324","102.500","106.570","101.880","31.22K","3.04%"
"04/12/2022","102.219","103.000","104.050","101.370","30.10K","2.08%"
"04/11/2022","100.137","102.545","104.500","99.060","28.64K","-3.61%"
"04/08/2022","103.882","104.005","109.440","101.525","32.47K","-0.65%"
"04/07/2022","104.564","105.505","107.245","103.405","38.14K","-2.09%"
"04/06/2022","106.791","104.000","112.000","103.000","40.90K","-1.63%"
"04/05/2022","108.564","111.000","112.000","104.740","44.85K","-0.88%"
"04/04/2022","109.523","117.985","120.000","106.395","28.81K","-2.34%"
"04/01/2022","112.150","126.500","133.000","109.700","34.10K","-10.93%"
"03/31/2022","125.906","110.000","127.855","108.000","39.86K","5.83%"
"03/30/2022","118.970","110.000","124.500","108.305","32.52K","9.77%"
"03/29/2022","108.381","108.630","114.800","105.000","51.73K","5.69%"
"03/28/2022","102.545","97.995","109.250","93.000","60.70K","1.26%"
"03/25/2022","101.269","109.000","114.680","97.630","61.31K","-9.26%"
"03/24/2022","111.608","109.370","128.475","105.000","52.66K","-4.61%"
"03/23/2022","117.001","97.000","132.740","96.895","54.43K","18.49%"
"03/22/2022","98.747","97.000","102.055","94.900","46.72K","2.54%"
"03/21/2022","96.302","105.000","105.000","94.825","53.20K","-8.32%"
"03/18/2022","105.044","107.000","109.815","99.450","49.24K","-0.04%"
"03/17/2022","105.088","105.000","113.650","103.380","54.23K","2.40%"
"03/16/2022","102.623","114.900","121.500","101.110","57.40K","-11.10%"
"03/15/2022","115.439","105.050","124.855","105.000","42.94K","0.80%"
"03/14/2022","114.522","124.000","124.000","109.755","41.28K","-12.73%"
"03/11/2022","131.229","122.000","141.500","113.000","58.64K","3.82%"
"03/10/2022","126.399","145.000","159.995","120.000","52.31K","-18.91%"
"03/09/2022","155.880","205.000","205.000","146.250","54.76K","-27.35%"
"03/08/2022","214.554","255.900","300.000","184.000","51.86K","-5.57%"
"03/07/2022","227.201","210.000","345.000","206.075","51.24K","18.00%"
"03/04/2022","192.550","159.000","213.895","146.000","83.94K","19.73%"
"03/03/2022","160.823","179.250","199.990","135.060","72.93K","-2.85%"
"03/02/2022","165.543","135.000","194.715","128.000","74.96K","36.05%"
"03/01/2022","121.674","98.795","128.500","96.000","67.42K","23.41%"
"02/28/2022","98.595","115.000","128.000","94.505","66.78K","4.42%"
"02/25/2022","94.422","112.000","115.000","89.360","38.49K","-29.70%"
"02/24/2022","134.316","101.000","144.280","101.000","84.39K","51.10%"
"02/23/2022","88.891","79.750","90.165","79.720","66.60K","11.41%"
"02/22/2022","79.789","79.950","82.000","75.760","81.61K","9.96%"
"02/21/2022","72.564","74.000","76.655","68.995","54.04K","-1.62%"
"02/18/2022","73.762","74.000","74.245","70.450","56.24K","-1.54%"
"02/17/2022","74.914","71.500","76.000","70.205","51.94K","7.33%"
"02/16/2022","69.795","69.000","71.305","64.460","58.34K","-1.58%"
"02/15/2022","70.919","79.500","80.700","67.540","63.52K","-12.20%"
"02/14/2022","80.771","84.150","88.000","78.960","66.58K","4.32%"
"02/11/2022","77.426","74.000","78.000","72.400","53.90K","4.13%"
"02/10/2022","74.353","76.985","77.275","72.300","46.87K","-0.09%"
"02/09/2022","74.417","74.580","77.400","73.000","54.29K","-3.73%"
"02/08/2022","77.300","81.250","83.000","74.600","51.96K","-2.88%"
"02/07/2022","79.595","81.000","81.000","76.300","38.79K","-3.70%"
"02/04/2022","82.652","80.600","83.295","79.525","44.30K","3.03%"
"02/03/2022","80.223","80.000","81.050","76.150","45.81K","3.71%"
"02/02/2022","77.351","75.880","79.270","75.880","38.43K","1.55%"
"02/01/2022","76.167","83.000","83.000","74.235","55.04K","-10.04%"
"01/31/2022","84.672","90.000","90.000","83.205","44.69K","-8.03%"
"01/28/2022","92.062","91.500","94.135","91.000","60.35K","-0.26%"
"01/27/2022","92.301","91.830","94.500","89.545","49.54K","0.51%"
"01/26/2022","91.837","88.815","92.975","86.500","56.32K","-1.86%"
"01/25/2022","93.582","92.000","95.500","86.375","49.68K","0.63%"
"01/24/2022","93.000","78.290","95.000","78.290","56.36K","17.75%"
"01/21/2022","78.980","75.800","82.500","72.735","61.57K","5.02%"
"01/20/2022","75.203","72.000","78.225","69.495","54.06K","-0.53%"
"01/19/2022","75.602","78.000","79.000","71.345","54.85K","-3.49%"
"01/18/2022","78.334","81.700","85.000","73.200","51.06K","1.72%"
"01/17/2022","77.012","85.000","91.000","73.500","51.82K","-11.45%"
"01/14/2022","86.970","90.000","96.245","83.300","64.43K","1.77%"
"01/13/2022","85.460","76.000","86.950","69.005","74.56K","13.71%"
"01/12/2022","75.153","84.000","86.015","72.690","58.03K","-4.55%"
"01/11/2022","78.736","84.005","84.875","77.300","40.55K","-6.94%"
"01/10/2022","84.607","90.000","91.845","82.500","46.66K","-4.05%"
"01/07/2022","88.174","100.000","103.005","81.900","55.91K","-8.63%"
"01/06/2022","96.502","97.800","98.200","91.235","41.78K","5.44%"
"01/05/2022","91.522","92.350","97.040","87.600","49.12K","3.13%"
"01/04/2022","88.741","88.000","99.750","83.000","49.87K","10.33%"
"01/03/2022","80.434","67.945","84.495","66.000","19.30K","14.35%"
"12/31/2021","70.343","87.000","87.000","65.400","44.18K","-19.17%"
"12/30/2021","87.027","93.910","95.645","84.000","32.20K","-9.79%"
"12/29/2021","96.476","97.105","106.100","95.410","51.14K","-9.49%"
"12/28/2021","106.590","99.015","106.950","97.105","11.41K","-0.28%"
"12/27/2021","106.893","98.995","108.025","90.000","11.51K","-3.24%"
"12/24/2021","110.469","123.000","123.000","98.580","50.77K","-16.68%"
"12/23/2021","132.579","164.000","164.000","123.750","74.47K","-23.31%"
"12/22/2021","172.875","174.720","179.310","158.150","45.72K","-4.10%"
"12/21/2021","180.267","153.000","187.785","149.340","51.78K","22.69%"
"12/20/2021","146.926","140.755","148.995","136.000","44.58K","7.31%"
"12/17/2021","136.913","130.000","139.645","120.600","69.10K","-4.10%"
"12/16/2021","142.765","128.000","146.160","124.000","57.10K","7.92%"
"12/15/2021","132.284","128.200","133.800","117.595","63.94K","3.10%"
"12/14/2021","128.301","120.000","131.000","115.545","60.87K","10.52%"
"12/13/2021","116.084","111.995","119.445","111.985","56.29K","9.75%"
"12/10/2021","105.776","102.000","108.000","98.325","48.99K","5.31%"
"12/09/2021","100.445","101.065","104.420","96.770","52.59K","-1.04%"
"12/08/2021","101.502","97.000","105.120","97.000","54.62K","5.86%"
"12/07/2021","95.883","93.995","96.990","93.000","42.49K","6.62%"
"12/06/2021","89.928","89.500","91.385","85.100","39.24K","0.50%"
"12/03/2021","89.478","91.500","93.105","88.820","47.65K","-5.64%"
"12/02/2021","94.830","93.245","95.300","88.750","49.49K","-0.88%"
"12/01/2021","95.675","92.450","97.400","91.380","47.33K","3.42%"
"11/30/2021","92.513","95.000","101.000","90.370","68.08K","-0.68%"
"11/29/2021","93.146","91.500","96.250","91.410","47.98K","6.12%"
"11/26/2021","87.772","93.195","93.195","86.650","52.66K","-5.82%"
"11/25/2021","93.194","93.575","94.845","88.500","46.15K","-0.84%"
"11/24/2021","93.984","91.505","94.835","89.500","48.71K","3.36%"
"11/23/2021","90.927","85.105","92.900","82.560","48.19K","8.22%"
"11/22/2021","84.017","86.250","87.665","81.675","47.90K","-3.57%"
"11/19/2021","87.125","93.000","94.250","85.760","52.33K","-8.45%"
"11/18/2021","95.167","97.000","97.000","90.500","44.41K","0.17%"
"11/17/2021","95.004","95.080","101.820","93.120","64.06K","0.87%"
"11/16/2021","94.189","82.350","94.900","82.000","65.09K","17.81%"
"11/15/2021","79.947","78.750","82.155","77.605","54.86K","5.65%"
"11/12/2021","75.675","77.720","79.750","73.800","48.06K","1.18%"
"11/11/2021","74.790","71.555","75.620","69.125","43.51K","6.66%"
"11/10/2021","70.123","66.000","71.600","63.300","52.54K","-3.39%"
"11/09/2021","72.587","76.000","78.095","69.900","51.14K","-8.20%"
"11/08/2021","79.074","78.000","81.225","75.800","49.95K","6.82%"
"11/05/2021","74.027","75.210","78.045","72.500","51.56K","0.89%"
"11/04/2021","73.376","76.600","79.900","71.210","53.12K","-4.14%"
"11/03/2021","76.542","73.750","80.200","69.000","60.43K","13.22%"
"11/02/2021","67.606","68.500","71.900","62.525","53.63K","3.03%"
"11/01/2021","65.619","69.000","74.350","61.505","62.13K","1.16%"
"10/29/2021","64.864","77.000","78.500","63.500","57.99K","-15.80%"
